category,title,abstract
q-bio,Dimensionality and dynamics in the behavior of C. elegans,"  A major challenge in analyzing animal behavior is to discover some underlying
simplicity in complex motor actions. Here we show that the space of shapes
adopted by the nematode C. elegans is surprisingly low dimensional, with just
four dimensions accounting for 95% of the shape variance, and we partially
reconstruct ""equations of motion"" for the dynamics in this space. These
dynamics have multiple attractors, and we find that the worm visits these in a
rapid and almost completely deterministic response to weak thermal stimuli.
Stimulus-dependent correlations among the different modes suggest that one can
generate more reliable behaviors by synchronizing stimuli to the state of the
worm in shape space. We confirm this prediction, effectively ""steering"" the
worm in real time.
"
q-bio,Anisotropic probabilistic cellular automaton for a predator-prey system,"  We consider a probabilistic cellular automaton to analyze the stochastic
dynamics of a predator-prey system. The local rules are Markovian and are based
in the Lotka-Volterra model. The individuals of each species reside on the
sites of a lattice and interact with an unsymmetrical neighborhood. We look for
the effect of the space anisotropy in the characterization of the oscillations
of the species population densities. Our study of the probabilistic cellular
automaton is based on simple and pair mean-field approximations and explicitly
takes into account spatial anisotropy.
"
q-bio,Microscale swimming: The molecular dynamics approach,"  The self-propelled motion of microscopic bodies immersed in a fluid medium is
studied using molecular dynamics simulation. The advantage of the atomistic
approach is that the detailed level of description allows complete freedom in
specifying the swimmer design and its coupling with the surrounding fluid. A
series of two-dimensional swimming bodies employing a variety of propulsion
mechanisms -- motivated by biological and microrobotic designs -- is
investigated, including the use of moving limbs, changing body shapes and fluid
jets. The swimming efficiency and the nature of the induced, time-dependent
flow fields are found to differ widely among body designs and propulsion
mechanisms.
"
q-bio,Asymptotic velocity of one dimensional diffusions with periodic drift,"  We consider the asymptotic behaviour of the solution of one dimensional
stochastic differential equations and Langevin equations in periodic
backgrounds with zero average. We prove that in several such models, there is
generically a non vanishing asymptotic velocity, despite of the fact that the
average of the background is zero.
"
q-bio,Chromatin Folding in Relation to Human Genome Function,"  Three-dimensional (3D) chromatin structure is closely related to genome
function, in particular transcription. However, the folding path of the
chromatin fiber in the interphase nucleus is unknown. Here, we systematically
measured the 3D physical distance between pairwise labeled genomic positions in
gene-dense, highly transcribed domains and gene-poor less active areas on
chromosomes 1 and 11 in G1 nuclei of human primary fibroblasts, using
fluorescence in situ hybridization. Interpretation of our results and those
published by others, based on polymer physics, shows that the folding of the
chromatin fiber can be described as a polymer in a globular state (GS),
maintained by intra-polymer attractive interactions that counteract
self-avoidance forces. The GS polymer model is able to describe chromatin
folding in as well the highly expressed domains as the lowly expressed ones,
indicating that they differ in Kuhn length and chromatin compaction. Each type
of genomic domain constitutes an ensemble of relatively compact globular
folding states, resulting in a considerable cellto- cell variation between
otherwise identical cells. We present evidence for different polymer folding
regimes of the chromatin fiber on the length scale of a few mega base pairs and
on that of complete chromosome arms (several tens of Mb). Our results present a
novel view on the folding of the chromatin fiber in interphase and open the
possibility to explore the nature of the intra-chromatin fiber interactions.
"
q-bio,Nontrivial quantum effects in biology: A skeptical physicists' view,"  Invited contribution to ""Quantum Aspects of Life"", D. Abbott Ed. (World
Scientific, Singapore, 2007).
"
q-bio,Detection of Aneuploidy with Digital PCR,"  The widespread use of genetic testing in high risk pregnancies has created
strong interest in rapid and accurate molecular diagnostics for common
chromosomal aneuploidies. We show here that digital polymerase chain reaction
(dPCR) can be used for accurate measurement of trisomy 21 (Down's Syndrome),
the most common human aneuploidy. dPCR is generally applicable to any
aneuploidy, does not depend on allelic distribution or gender, and is able to
detect signals in the presence of mosaics or contaminating maternal DNA.
"
q-bio,"A three-state prediction of single point mutations on protein stability
  changes","  A basic question of protein structural studies is to which extent mutations
affect the stability. This question may be addressed starting from sequence
and/or from structure. In proteomics and genomics studies prediction of protein
stability free energy change (DDG) upon single point mutation may also help the
annotation process. The experimental SSG values are affected by uncertainty as
measured by standard deviations. Most of the DDG values are nearly zero (about
32% of the DDG data set ranges from -0.5 to 0.5 Kcal/mol) and both the value
and sign of DDG may be either positive or negative for the same mutation
blurring the relationship among mutations and expected DDG value. In order to
overcome this problem we describe a new predictor that discriminates between 3
mutation classes: destabilizing mutations (DDG<-0.5 Kcal/mol), stabilizing
mutations (DDG>0.5 Kcal/mol) and neutral mutations (-0.5<=DDG<=0.5 Kcal/mol).
In this paper a support vector machine starting from the protein sequence or
structure discriminates between stabilizing, destabilizing and neutral
mutations. We rank all the possible substitutions according to a three state
classification system and show that the overall accuracy of our predictor is as
high as 52% when performed starting from sequence information and 58% when the
protein structure is available, with a mean value correlation coefficient of
0.30 and 0.39, respectively. These values are about 20 points per cent higher
than those of a random predictor.
"
q-bio,"Theoretical Analysis of Subthreshold Oscillatory Behaviors in Nonlinear
  Autonomous Systems","  We have developed a linearization method to investigate the subthreshold
oscillatory behaviors in nonlinear autonomous systems. By considering firstly
the neuronal system as an example, we show that this theoretical approach can
predict quantitatively the subthreshold oscillatory activities, including the
damping coefficients and the oscillatory frequencies which are in good
agreement with those observed in experiments. Then we generalize the
linearization method to an arbitrary autonomous nonlinear system. The detailed
extension of this theoretical approach is also presented and further discussed.
"
q-bio,Risk perception in epidemic modeling,"  We investigate the effects of risk perception in a simple model of epidemic
spreading. We assume that the perception of the risk of being infected depends
on the fraction of neighbors that are ill. The effect of this factor is to
decrease the infectivity, that therefore becomes a dynamical component of the
model. We study the problem in the mean-field approximation and by numerical
simulations for regular, random and scale-free networks.
  We show that for homogeneous and random networks, there is always a value of
perception that stops the epidemics. In the ``worst-case'' scenario of a
scale-free network with diverging input connectivity, a linear perception
cannot stop the epidemics; however we show that a non-linear increase of the
perception risk may lead to the extinction of the disease. This transition is
discontinuous, and is not predicted by the mean-field analysis.
"
q-bio,Introduction to protein folding for physicists,"  The prediction of the three-dimensional native structure of proteins from the
knowledge of their amino acid sequence, known as the protein folding problem,
is one of the most important yet unsolved issues of modern science. Since the
conformational behaviour of flexible molecules is nothing more than a complex
physical problem, increasingly more physicists are moving into the study of
protein systems, bringing with them powerful mathematical and computational
tools, as well as the sharp intuition and deep images inherent to the physics
discipline. This work attempts to facilitate the first steps of such a
transition. In order to achieve this goal, we provide an exhaustive account of
the reasons underlying the protein folding problem enormous relevance and
summarize the present-day status of the methods aimed to solving it. We also
provide an introduction to the particular structure of these biological
heteropolymers, and we physically define the problem stating the assumptions
behind this (commonly implicit) definition. Finally, we review the 'special
flavor' of statistical mechanics that is typically used to study the
astronomically large phase spaces of macromolecules. Throughout the whole work,
much material that is found scattered in the literature has been put together
here to improve comprehension and to serve as a handy reference.
"
q-bio,Evolving inductive generalization via genetic self-assembly,"  We propose that genetic encoding of self-assembling components greatly
enhances the evolution of complex systems and provides an efficient platform
for inductive generalization, i.e. the inductive derivation of a solution to a
problem with a potentially infinite number of instances from a limited set of
test examples. We exemplify this in simulations by evolving scalable circuitry
for several problems. One of them, digital multiplication, has been intensively
studied in recent years, where hitherto the evolutionary design of only
specific small multipliers was achieved. The fact that this and other problems
can be solved in full generality employing self-assembly sheds light on the
evolutionary role of self-assembly in biology and is of relevance for the
design of complex systems in nano- and bionanotechnology.
"
q-bio,"Multipolar Reactive DPD: A Novel Tool for Spatially Resolved Systems
  Biology","  This article reports about a novel extension of dissipative particle dynamics
(DPD) that allows the study of the collective dynamics of complex chemical and
structural systems in a spatially resolved manner with a combinatorially
complex variety of different system constituents. We show that introducing
multipolar interactions between particles leads to extended membrane structures
emerging in a self-organized manner and exhibiting both the necessary
mechanical stability for transport and fluidity so as to provide a
two-dimensional self-organizing dynamic reaction environment for kinetic
studies in the context of cell biology. We further show that the emergent
dynamics of extended membrane bound objects is in accordance with scaling laws
imposed by physics.
"
q-bio,"Visual Data Mining of Genomic Databases by Immersive Graph-Based
  Exploration","  Biologists are leading current research on genome characterization
(sequencing, alignment, transcription), providing a huge quantity of raw data
about many genome organisms. Extracting knowledge from this raw data is an
important process for biologists, using usually data mining approaches.
However, it is difficult to deals with these genomic information using actual
bioinformatics data mining tools, because data are heterogeneous, huge in
quantity and geographically distributed. In this paper, we present a new
approach between data mining and virtual reality visualization, called visual
data mining. Indeed Virtual Reality becomes ripe, with efficient display
devices and intuitive interaction in an immersive context. Moreover, biologists
use to work with 3D representation of their molecules, but in a desktop
context. We present a software solution, Genome3DExplorer, which addresses the
problem of genomic data visualization, of scene management and interaction.
This solution is based on a well-adapted graphical and interaction paradigm,
where local and global topological characteristics of data are easily visible,
on the contrary to traditional genomic database browsers, always focused on the
zoom and details level.
"
q-bio,Statistical mechanics and stability of a model eco-system,"  We study a model ecosystem by means of dynamical techniques from disordered
systems theory. The model describes a set of species subject to competitive
interactions through a background of resources, which they feed upon.
Additionally direct competitive or co-operative interaction between species may
occur through a random coupling matrix. We compute the order parameters of the
system in a fixed point regime, and identify the onset of instability and
compute the phase diagram. We focus on the effects of variability of resources,
direct interaction between species, co-operation pressure and dilution on the
stability and the diversity of the ecosystem. It is shown that resources can be
exploited optimally only in absence of co-operation pressure or direct
interaction between species.
"
q-bio,"Controlling posture using a plantar pressure-based, tongue-placed
  tactile biofeedback system","  The present paper introduces an original biofeedback system for improving
human balance control, whose underlying principle consists in providing
additional sensory information related to foot sole pressure distribution to
the user through a tongue-placed tactile output device. To assess the effect of
this biofeedback system on postural control during quiet standing, ten young
healthy adults were asked to stand as immobile as possible with their eyes
closed in two conditions of No-biofeedback and Biofeedback. Centre of foot
pressure (CoP) displacements were recorded using a force platform. Results
showed reduced CoP displacements in the Biofeedback relative to the
No-biofeedback condition. The present findings evidenced the ability of the
central nervous system to efficiently integrate an artificial plantar-based,
tongue-placed tactile biofeedback for controlling control posture during quiet
standing.
"
q-bio,"Selection Against Demographic Stochasticity in Age-Structured
  Populations","  It has been shown that differences in fecundity variance can influence the
probability of invasion of a genotype in a population, i.e. a genotype with
lower variance in offspring number can be favored in finite populations even if
it has a somewhat lower mean fitness than a competitor. In this paper,
Gillespie's results are extended to population genetic systems with explicit
age structure, where the demographic variance (variance in growth rate)
calculated in the work of Engen and colleagues is used as a generalization of
""variance in offspring number"" to predict the interaction between deterministic
and random forces driving change in allele frequency. By calculating the
variance from the life history parameters, it is shown that selection against
variance in the growth rate will favor a genotypes with lower stochasticity in
age specific survival and fertility rates. A diffusion approximation for
selection and drift in a population with two genotypes with different life
history matrices (and therefore, different growth rates and demographic
variances) is derived and shown to be consistent with individual based
simulations. It is also argued that for finite populations, perturbation
analyses of both the growth rate and demographic variances may be necessary to
determine the sensitivity of ""fitness"" (broadly defined) to changes in the life
history parameters.
"
q-bio,Shape instabilities in vesicles: a phase-field model,"  A phase field model for dealing with shape instabilities in fluid membrane
vesicles is presented. This model takes into account the Canham-Helfrich
bending energy with spontaneous curvature. A dynamic equation for the
phase-field is also derived. With this model it is possible to see the vesicle
shape deformation dynamically, when some external agent instabilizes the
membrane, for instance, inducing an inhomogeneous spontaneous curvature. The
numerical scheme used is detailed and some stationary shapes are shown together
with a shape diagram for vesicles of spherical topology and no spontaneous
curvature, in agreement with known results.
"
q-bio,SIR epidemics in dynamic contact networks,"  Contact patterns in populations fundamentally influence the spread of
infectious diseases. Current mathematical methods for epidemiological
forecasting on networks largely assume that contacts between individuals are
fixed, at least for the duration of an outbreak. In reality, contact patterns
may be quite fluid, with individuals frequently making and breaking social or
sexual relationships. Here we develop a mathematical approach to predicting
disease transmission on dynamic networks in which each individual has a
characteristic behavior (typical contact number), but the identities of their
contacts change in time. We show that dynamic contact patterns shape
epidemiological dynamics in ways that cannot be adequately captured in static
network models or mass-action models. Our new model interpolates smoothly
between static network models and mass-action models using a mixing parameter,
thereby providing a bridge between disparate classes of epidemiological models.
Using epidemiological and sexual contact data from an Atlanta high school, we
then demonstrate the utility of this method for forecasting and controlling
sexually transmitted disease outbreaks.
"
q-fin,Collective behavior of stock price movements in an emerging market,"  To investigate the universality of the structure of interactions in different
markets, we analyze the cross-correlation matrix C of stock price fluctuations
in the National Stock Exchange (NSE) of India. We find that this emerging
market exhibits strong correlations in the movement of stock prices compared to
developed markets, such as the New York Stock Exchange (NYSE). This is shown to
be due to the dominant influence of a common market mode on the stock prices.
By comparison, interactions between related stocks, e.g., those belonging to
the same business sector, are much weaker. This lack of distinct sector
identity in emerging markets is explicitly shown by reconstructing the network
of mutually interacting stocks. Spectral analysis of C for NSE reveals that,
the few largest eigenvalues deviate from the bulk of the spectrum predicted by
random matrix theory, but they are far fewer in number compared to, e.g., NYSE.
We show this to be due to the relative weakness of intra-sector interactions
between stocks, compared to the market mode, by modeling stock price dynamics
with a two-factor model. Our results suggest that the emergence of an internal
structure comprising multiple groups of strongly coupled components is a
signature of market development.
"
q-fin,"Yield Curve Shapes and the Asymptotic Short Rate Distribution in Affine
  One-Factor Models","  We consider a model for interest rates, where the short rate is given by a
time-homogenous, one-dimensional affine process in the sense of Duffie,
Filipovic and Schachermayer. We show that in such a model yield curves can only
be normal, inverse or humped (i.e. endowed with a single local maximum). Each
case can be characterized by simple conditions on the present short rate. We
give conditions under which the short rate process will converge to a limit
distribution and describe the limit distribution in terms of its cumulant
generating function. We apply our results to the Vasicek model, the CIR model,
a CIR model with added jumps and a model of Ornstein-Uhlenbeck type.
"
q-fin,Average optimality for risk-sensitive control with general state space,"  This paper deals with discrete-time Markov control processes on a general
state space. A long-run risk-sensitive average cost criterion is used as a
performance measure. The one-step cost function is nonnegative and possibly
unbounded. Using the vanishing discount factor approach, the optimality
inequality and an optimal stationary strategy for the decision maker are
established.
"
q-fin,"Approximation of the distribution of a stationary Markov process with
  application to option pricing","  We build a sequence of empirical measures on the space D(R_+,R^d) of
R^d-valued c\`adl\`ag functions on R_+ in order to approximate the law of a
stationary R^d-valued Markov and Feller process (X_t). We obtain some general
results of convergence of this sequence. Then, we apply them to Brownian
diffusions and solutions to L\'evy driven SDE's under some Lyapunov-type
stability assumptions. As a numerical application of this work, we show that
this procedure gives an efficient way of option pricing in stochastic
volatility models.
"
q-fin,Stock market return distributions: from past to present,"  We show that recent stock market fluctuations are characterized by the
cumulative distributions whose tails on short, minute time scales exhibit power
scaling with the scaling index alpha > 3 and this index tends to increase
quickly with decreasing sampling frequency. Our study is based on
high-frequency recordings of the S&P500, DAX and WIG20 indices over the
interval May 2004 - May 2006. Our findings suggest that dynamics of the
contemporary market may differ from the one observed in the past. This effect
indicates a constantly increasing efficiency of world markets.
"
q-fin,"Analysis of the real estate market in Las Vegas: Bubble, seasonal
  patterns, and prediction of the CSW indexes","  We analyze 27 house price indexes of Las Vegas from Jun. 1983 to Mar. 2005,
corresponding to 27 different zip codes. These analyses confirm the existence
of a real-estate bubble, defined as a price acceleration faster than
exponential, which is found however to be confined to a rather limited time
interval in the recent past from approximately 2003 to mid-2004 and has
progressively transformed into a more normal growth rate comparable to
pre-bubble levels in 2005. There has been no bubble till 2002 except for a
medium-sized surge in 1990. In addition, we have identified a strong yearly
periodicity which provides a good potential for fine-tuned prediction from
month to month. A monthly monitoring using a model that we have developed could
confirm, by testing the intra-year structure, if indeed the market has returned
to ``normal'' or if more turbulence is expected ahead. We predict the evolution
of the indexes one year ahead, which is validated with new data up to Sep.
2006. The present analysis demonstrates the existence of very significant
variations at the local scale, in the sense that the bubble in Las Vegas seems
to have preceded the more global USA bubble and has ended approximately two
years earlier (mid 2004 for Las Vegas compared with mid-2006 for the whole of
the USA).
"
q-fin,"Weak and Strong Taylor methods for numerical solutions of stochastic
  differential equations","  We apply results of Malliavin-Thalmaier-Watanabe for strong and weak Taylor
expansions of solutions of perturbed stochastic differential equations (SDEs).
In particular, we work out weight expressions for the Taylor coefficients of
the expansion. The results are applied to LIBOR market models in order to deal
with the typical stochastic drift and with stochastic volatility. In contrast
to other accurate methods like numerical schemes for the full SDE, we obtain
easily tractable expressions for accurate pricing. In particular, we present an
easily tractable alternative to ``freezing the drift'' in LIBOR market models,
which has an accuracy similar to the full numerical scheme. Numerical examples
underline the results.
"
q-fin,Information-Based Asset Pricing,"  A new framework for asset price dynamics is introduced in which the concept
of noisy information about future cash flows is used to derive the price
processes. In this framework an asset is defined by its cash-flow structure.
Each cash flow is modelled by a random variable that can be expressed as a
function of a collection of independent random variables called market factors.
With each such ""X-factor"" we associate a market information process, the values
of which are accessible to market agents. Each information process is a sum of
two terms; one contains true information about the value of the market factor;
the other represents ""noise"". The noise term is modelled by an independent
Brownian bridge. The market filtration is assumed to be that generated by the
aggregate of the independent information processes. The price of an asset is
given by the expectation of the discounted cash flows in the risk-neutral
measure, conditional on the information provided by the market filtration. When
the cash flows are the dividend payments associated with equities, an explicit
model is obtained for the share-price, and the prices of options on
dividend-paying assets are derived. Remarkably, the resulting formula for the
price of a European call option is of the Black-Scholes-Merton type. The
information-based framework also generates a natural explanation for the origin
of stochastic volatility.
"
q-fin,"True and Apparent Scaling: The Proximity of the Markov-Switching
  Multifractal Model to Long-Range Dependence","  In this paper, we consider daily financial data of a collection of different
stock market indices, exchange rates, and interest rates, and we analyze their
multi-scaling properties by estimating a simple specification of the
Markov-switching multifractal model (MSM). In order to see how well the
estimated models capture the temporal dependence of the data, we estimate and
compare the scaling exponents $H(q)$ (for $q = 1, 2$) for both empirical data
and simulated data of the estimated MSM models. In most cases the multifractal
model appears to generate `apparent' long memory in agreement with the
empirical scaling laws.
"
q-fin,Patterns of dominant flows in the world trade web,"  The large-scale organization of the world economies is exhibiting
increasingly levels of local heterogeneity and global interdependency.
Understanding the relation between local and global features calls for
analytical tools able to uncover the global emerging organization of the
international trade network. Here we analyze the world network of bilateral
trade imbalances and characterize its overall flux organization, unraveling
local and global high-flux pathways that define the backbone of the trade
system. We develop a general procedure capable to progressively filter out in a
consistent and quantitative way the dominant trade channels. This procedure is
completely general and can be applied to any weighted network to detect the
underlying structure of transport flows. The trade fluxes properties of the
world trade web determines a ranking of trade partnerships that highlights
global interdependencies, providing information not accessible by simple local
analysis. The present work provides new quantitative tools for a dynamical
approach to the propagation of economic crises.
"
q-fin,The Epps effect revisited,"  We analyse the dependence of stock return cross-correlations on the sampling
frequency of the data known as the Epps effect: For high resolution data the
cross-correlations are significantly smaller than their asymptotic value as
observed on daily data. The former description implies that changing trading
frequency should alter the characteristic time of the phenomenon. This is not
true for the empirical data: The Epps curves do not scale with market activity.
The latter result indicates that the time scale of the phenomenon is connected
to the reaction time of market participants (this we denote as human time
scale), independent of market activity. In this paper we give a new description
of the Epps effect through the decomposition of cross-correlations. After
testing our method on a model of generated random walk price changes we justify
our analytical results by fitting the Epps curves of real world data.
"
q-fin,"Exact retrospective Monte Carlo computation of arithmetic average Asian
  options","  Taking advantage of the recent litterature on exact simulation algorithms
(Beskos, Papaspiliopoulos and Roberts) and unbiased estimation of the
expectation of certain fonctional integrals (Wagner, Beskos et al. and
Fearnhead et al.), we apply an exact simulation based technique for pricing
continuous arithmetic average Asian options in the Black and Scholes framework.
Unlike existing Monte Carlo methods, we are no longer prone to the
discretization bias resulting from the approximation of continuous time
processes through discrete sampling. Numerical results of simulation studies
are presented and variance reduction problems are considered.
"
q-fin,Large portfolio losses: A dynamic contagion model,"  Using particle system methodologies we study the propagation of financial
distress in a network of firms facing credit risk. We investigate the
phenomenon of a credit crisis and quantify the losses that a bank may suffer in
a large credit portfolio. Applying a large deviation principle we compute the
limiting distributions of the system and determine the time evolution of the
credit quality indicators of the firms, deriving moreover the dynamics of a
global financial health indicator. We finally describe a suitable version of
the ""Central Limit Theorem"" useful to study large portfolio losses. Simulation
results are provided as well as applications to portfolio loss distribution
analysis.
"
q-fin,Financial time-series analysis: A brief overview,"  Prices of commodities or assets produce what is called time-series. Different
kinds of financial time-series have been recorded and studied for decades.
Nowadays, all transactions on a financial market are recorded, leading to a
huge amount of data available, either for free in the Internet or commercially.
Financial time-series analysis is of great interest to practitioners as well as
to theoreticians, for making inferences and predictions. Furthermore, the
stochastic uncertainties inherent in financial time-series and the theory
needed to deal with them make the subject especially interesting not only to
economists, but also to statisticians and physicists. While it would be a
formidable task to make an exhaustive review on the topic, with this review we
try to give a flavor of some of its aspects.
"
q-fin,Why only few are so successful ?,"  In many professons employees are rewarded according to their relative
performance. Corresponding economy can be modeled by taking $N$ independent
agents who gain from the market with a rate which depends on their current
gain. We argue that this simple realistic rate generates a scale free
distribution even though intrinsic ability of agents are marginally different
from each other. As an evidence we provide distribution of scores for two
different systems (a) the global stock game where players invest in real stock
market and (b) the international cricket.
"
q-fin,"Uncovering the Internal Structure of the Indian Financial Market:
  Cross-correlation behavior in the NSE","  The cross-correlations between price fluctuations of 201 frequently traded
stocks in the National Stock Exchange (NSE) of India are analyzed in this
paper. We use daily closing prices for the period 1996-2006, which coincides
with the period of rapid transformation of the market following liberalization.
The eigenvalue distribution of the cross-correlation matrix, $\mathbf{C}$, of
NSE is found to be similar to that of developed markets, such as the New York
Stock Exchange (NYSE): the majority of eigenvalues fall within the bounds
expected for a random matrix constructed from mutually uncorrelated time
series. Of the few largest eigenvalues that deviate from the bulk, the largest
is identified with market-wide movements. The intermediate eigenvalues that
occur between the largest and the bulk have been associated in NYSE with
specific business sectors with strong intra-group interactions. However, in the
Indian market, these deviating eigenvalues are comparatively very few and lie
much closer to the bulk. We propose that this is because of the relative lack
of distinct sector identity in the market, with the movement of stocks
dominantly influenced by the overall market trend. This is shown by explicit
construction of the interaction network in the market, first by generating the
minimum spanning tree from the unfiltered correlation matrix, and later, using
an improved method of generating the graph after filtering out the market mode
and random effects from the data. Both methods show, compared to developed
markets, the relative absence of clusters of co-moving stocks that belong to
the same business sector. This is consistent with the general belief that
emerging markets tend to be more correlated than developed markets.
"
q-fin,Classical and quantum randomness and the financial market,"  We analyze complexity of financial (and general economic) processes by
comparing classical and quantum-like models for randomness. Our analysis
implies that it might be that a quantum-like probabilistic description is more
natural for financial market than the classical one. A part of our analysis is
devoted to study the possibility of application of the quantum probabilistic
model to agents of financial market. We show that, although the direct quantum
(physical) reduction (based on using the scales of quantum mechanics) is
meaningless, one may apply so called quantum-like models. In our approach
quantum-like probabilistic behaviour is a consequence of contextualy of
statistical data in finances (and economics in general). However, our
hypothesis on ""quantumness"" of financial data should be tested experimentally
(as opposed to the conventional description based on the noncontextual
classical probabilistic approach). We present a new statistical test based on a
generalization of the well known in quantum physics Bell's inequality.
"
q-fin,"Scaling laws of strategic behaviour and size heterogeneity in agent
  dynamics","  The dynamics of many socioeconomic systems is determined by the decision
making process of agents. The decision process depends on agent's
characteristics, such as preferences, risk aversion, behavioral biases, etc..
In addition, in some systems the size of agents can be highly heterogeneous
leading to very different impacts of agents on the system dynamics. The large
size of some agents poses challenging problems to agents who want to control
their impact, either by forcing the system in a given direction or by hiding
their intentionality. Here we consider the financial market as a model system,
and we study empirically how agents strategically adjust the properties of
large orders in order to meet their preference and minimize their impact. We
quantify this strategic behavior by detecting scaling relations of allometric
nature between the variables characterizing the trading activity of different
institutions. We observe power law distributions in the investment time
horizon, in the number of transactions needed to execute a large order and in
the traded value exchanged by large institutions and we show that heterogeneity
of agents is a key ingredient for the emergence of some aggregate properties
characterizing this complex system.
"
q-fin,"Proving Regularity of the Minimal Probability of Ruin via a Game of
  Stopping and Control","  We reveal an interesting convex duality relationship between two problems:
(a) minimizing the probability of lifetime ruin when the rate of consumption is
stochastic and when the individual can invest in a Black-Scholes financial
market; (b) a controller-and-stopper problem, in which the controller controls
the drift and volatility of a process in order to maximize a running reward
based on that process, and the stopper chooses the time to stop the running
reward and rewards the controller a final amount at that time. Our primary goal
is to show that the minimal probability of ruin, whose stochastic
representation does not have a classical form as does the utility maximization
problem (i.e., the objective's dependence on the initial values of the state
variables is implicit), is the unique classical solution of its
Hamilton-Jacobi-Bellman (HJB) equation, which is a non-linear boundary-value
problem. We establish our goal by exploiting the convex duality relationship
between (a) and (b).
"
q-fin,Modeling the Epps effect of cross correlations in asset prices,"  We review the decomposition method of stock return cross-correlations,
presented previously for studying the dependence of the correlation coefficient
on the resolution of data (Epps effect). Through a toy model of random
walk/Brownian motion and memoryless renewal process (i.e. Poisson point
process) of observation times we show that in case of analytical treatability,
by decomposing the correlations we get the exact result for the frequency
dependence. We also demonstrate that our approach produces reasonable fitting
of the dependence of correlations on the data resolution in case of empirical
data. Our results indicate that the Epps phenomenon is a product of the finite
time decay of lagged correlations of high resolution data, which does not scale
with activity. The characteristic time is due to a human time scale, the time
needed to react to news.
"
q-fin,"Deterministic Factors of Stock Networks based on Cross-correlation in
  Financial Market","  The stock market has been known to form homogeneous stock groups with a
higher correlation among different stocks according to common economic factors
that influence individual stocks. We investigate the role of common economic
factors in the market in the formation of stock networks, using the arbitrage
pricing model reflecting essential properties of common economic factors. We
find that the degree of consistency between real and model stock networks
increases as additional common economic factors are incorporated into our
model. Furthermore, we find that individual stocks with a large number of links
to other stocks in a network are more highly correlated with common economic
factors than those with a small number of links. This suggests that common
economic factors in the stock market can be understood in terms of
deterministic factors.
"
q-fin,Mutual Fund Theorems when Minimizing the Probability of Lifetime Ruin,"  We show that the mutual fund theorems of Merton (1971) extend to the problem
of optimal investment to minimize the probability of lifetime ruin. We obtain
two such theorems by considering a financial market both with and without a
riskless asset for random consumption. The striking result is that we obtain
two-fund theorems despite the additional source of randomness from consumption.
"
q-fin,"Change point estimation for the telegraph process observed at discrete
  times","  The telegraph process models a random motion with finite velocity and it is
usually proposed as an alternative to diffusion models. The process describes
the position of a particle moving on the real line, alternatively with constant
velocity $+ v$ or $-v$. The changes of direction are governed by an homogeneous
Poisson process with rate $\lambda >0.$ In this paper, we consider a change
point estimation problem for the rate of the underlying Poisson process by
means of least squares method. The consistency and the rate of convergence for
the change point estimator are obtained and its asymptotic distribution is
derived. Applications to real data are also presented.
"
q-fin,EGT through Quantum Mechanics & from Statistical Physics to Economics,"  By analyzing the relationships between a socioeconomical system modeled
through evolutionary game theory and a physical system modeled through quantum
mechanics we show how although both systems are described through two theories
apparently different both are analogous and thus exactly equivalents. The
extensions of quantum mechanics to statistical physics and information theory
let us use some of their definitions for the best understanding of the behavior
of economics and biology. The quantum analogue of the replicator dynamics is
the von Neumann equation. A system in where all its members are in Nash
equilibrium is equivalent to a system in a maximum entropy state. Nature is a
game in where its players compete for a common welfare and the equilibrium of
the system that they are members. They act as a whole besides individuals like
they obey a rule in where they prefer to work for the welfare of the collective
besides the individual welfare.
"
q-fin,Quantitative relations between corruption and economic factors,"  We report quantitative relations between corruption level and economic
factors, such as country wealth and foreign investment per capita, which are
characterized by a power law spanning multiple scales of wealth and investments
per capita. These relations hold for diverse countries, and also remain stable
over different time periods. We also observe a negative correlation between
level of corruption and long-term economic growth. We find similar results for
two independent indices of corruption, suggesting that the relation between
corruption and wealth does not depend on the specific measure of corruption.
The functional relations we report have implications when assessing the
relative level of corruption for two countries with comparable wealth, and for
quantifying the impact of corruption on economic growth and foreign
investments.
"
q-fin,Correlated multi-asset portfolio optimisation with transaction cost,"  We employ perturbation analysis technique to study multi-asset portfolio
optimisation with transaction cost. We allow for correlations in risky assets
and obtain optimal trading methods for general utility functions. Our
analytical results are supported by numerical simulations in the context of the
Long Term Growth Model.
"
q-fin,"Financial Valuation of Mortality Risk via the Instantaneous Sharpe
  Ratio: Applications to Pricing Pure Endowments","  We develop a theory for pricing non-diversifiable mortality risk in an
incomplete market. We do this by assuming that the company issuing a
mortality-contingent claim requires compensation for this risk in the form of a
pre-specified instantaneous Sharpe ratio. We prove that our ensuing valuation
formula satisfies a number of desirable properties. For example, we show that
it is subadditive in the number of contracts sold. A key result is that if the
hazard rate is stochastic, then the risk-adjusted survival probability is
greater than the physical survival probability, even as the number of contracts
approaches infinity.
"
