category,title,abstract,clean_abstract
q-fin,Point estimation with exponentially tilted empirical likelihood,"  Parameters defined via general estimating equations (GEE) can be estimated by
maximizing the empirical likelihood (EL). Newey and Smith [Econometrica 72
(2004) 219--255] have recently shown that this EL estimator exhibits desirable
higher-order asymptotic properties, namely, that its $O(n^{-1})$ bias is small
and that bias-corrected EL is higher-order efficient. Although EL possesses
these properties when the model is correctly specified, this paper shows that,
in the presence of model misspecification, EL may cease to be root n convergent
when the functions defining the moment conditions are unbounded (even when
their expectations are bounded). In contrast, the related exponential tilting
(ET) estimator avoids this problem. This paper shows that the ET and EL
estimators can be naturally combined to yield an estimator called exponentially
tilted empirical likelihood (ETEL) exhibiting the same $O(n^{-1})$ bias and the
same $O(n^{-2})$ variance as EL, while maintaining root n convergence under
model misspecification.
",parameter define general estimating equation gee estimate maximize empirical likelihood el newey smith econometrica 72 2004 219 -255 recently show el estimator exhibit desirable high order asymptotic property $ o(n^{-1})$ bias small bias correct el high order efficient el possess property model correctly specify paper show presence model misspecification el cease root n convergent function define moment condition unbounded expectation bound contrast related exponential tilting et estimator avoid problem paper show et el estimator naturally combine yield estimator call exponentially tilt empirical likelihood etel exhibit $ o(n^{-1})$ bias $ o(n^{-2})$ variance el maintain root n convergence model misspecification
q-fin,Eduction and Economy -- An Analysis of Statistical Data,"  In this paper the correlation between education, research and macroeconomic
strength of countries at a global scale is analyzed on the basis of statistical
data published by the UNIDO and OECD. It uses sets of composite indicators
describing the economical performance and competitiveness as well as those
relevant for human development, education, knowledge and technology achievement
and correlates them. It turns out that for countries with a human development
index (HDI) below 0.7 the basic education and technology achievement indices
are the driving force for further development, whereas for the industrialized
countries the knowledge index as a composite education and communication index
has the strongest effect on the economic strength of a country as measured by
the gross domestic product.
",paper correlation education research macroeconomic strength country global scale analyze basis statistical datum publish unido oecd use set composite indicator describe economical performance competitiveness relevant human development education knowledge technology achievement correlate turn country human development index hdi 0.7 basic education technology achievement index drive force development industrialized country knowledge index composite education communication index strong effect economic strength country measure gross domestic product
stat,Domain wall switching: optimizing the energy landscape,"  It has recently been suggested that exchange spring media offer a way to
increase media density without causing thermal instability
(superparamagnetism), by using a hard and a soft layer coupled by exchange.
Victora has suggested a figure of merit xi = 2 E_b/mu_0 m_s H_sw, the ratio of
the energy barrier to that of a Stoner-Wohlfarth system with the same switching
field, which is 1 for a Stoner-Wohlfarth (coherently switching) particle and 2
for an optimal two-layer composite medium. A number of theoretical approaches
have been used for this problem (e.g., various numbers of coupled
Stoner-Wohlfarth layers and continuum micromagnetics). In this paper we show
that many of these approaches can be regarded as special cases or
approximations to a variational formulation of the problem, in which the energy
is minimized for fixed magnetization. The results can be easily visualized in
terms of a plot of the energy as a function of magnetic moment m_z, in which
both the switching field [the maximum slope of E(m_z)] and the stability
(determined by the energy barrier E_b) are geometrically visible. In this
formulation we can prove a rigorous limit on the figure of merit xi, which can
be no higher than 4. We also show that a quadratic anistropy suggested by Suess
et al comes very close to this limit.
",recently suggest exchange spring medium offer way increase medium density cause thermal instability superparamagnetism hard soft layer couple exchange victora suggest figure merit xi = 2 e_b mu_0 m_s h_sw ratio energy barrier stoner wohlfarth system switching field 1 stoner wohlfarth coherently switch particle 2 optimal layer composite medium number theoretical approach problem e.g. number couple stoner wohlfarth layer continuum micromagnetic paper approach regard special case approximation variational formulation problem energy minimize fix magnetization result easily visualize term plot energy function magnetic moment m_z switch field maximum slope e(m_z stability determine energy barrier e_b geometrically visible formulation prove rigorous limit figure merit xi high 4 quadratic anistropy suggest suess et al come close limit
stat,"Matter-Wave Bright Solitons with a Finite Background in Spinor
  Bose-Einstein Condensates","  We investigate dynamical properties of bright solitons with a finite
background in the F=1 spinor Bose-Einstein condensate (BEC), based on an
integrable spinor model which is equivalent to the matrix nonlinear
Schr\""{o}dinger equation with a self-focusing nonlineality. We apply the
inverse scattering method formulated for nonvanishing boundary conditions. The
resulting soliton solutions can be regarded as a generalization of those under
vanishing boundary conditions. One-soliton solutions are derived in an explicit
manner. According to the behaviors at the infinity, they are classified into
two kinds, domain-wall (DW) type and phase-shift (PS) type. The DW-type implies
the ferromagnetic state with nonzero total spin and the PS-type implies the
polar state, where the total spin amounts to zero. We also discuss two-soliton
collisions. In particular, the spin-mixing phenomenon is confirmed in a
collision involving the DW-type. The results are consistent with those of the
previous studies for bright solitons under vanishing boundary conditions and
dark solitons. As a result, we establish the robustness and the usefulness of
the multiple matter-wave solitons in the spinor BECs.
","investigate dynamical property bright soliton finite background f=1 spinor bose einstein condensate bec base integrable spinor model equivalent matrix nonlinear schr\""{o}dinger equation self focus nonlineality apply inverse scattering method formulate nonvanishe boundary condition result soliton solution regard generalization vanish boundary condition soliton solution derive explicit manner accord behavior infinity classify kind domain wall dw type phase shift ps type dw type imply ferromagnetic state nonzero total spin ps type imply polar state total spin amount zero discuss soliton collision particular spin mix phenomenon confirm collision involve dw type result consistent previous study bright soliton vanish boundary condition dark soliton result establish robustness usefulness multiple matter wave soliton spinor becs"
stat,"Computation of Power Loss in Likelihood Ratio Tests for Probability
  Densities Extended by Lehmann Alternatives","  We compute the loss of power in likelihood ratio tests when we test the
original parameter of a probability density extended by the first Lehmann
alternative.
",compute loss power likelihood ratio test test original parameter probability density extend lehmann alternative
stat,"The density of critical percolation clusters touching the boundaries of
  strips and squares","  We consider the density of two-dimensional critical percolation clusters,
constrained to touch one or both boundaries, in infinite strips, half-infinite
strips, and squares, as well as several related quantities for the infinite
strip. Our theoretical results follow from conformal field theory, and are
compared with high-precision numerical simulation. For example, we show that
the density of clusters touching both boundaries of an infinite strip of unit
width (i.e. crossing clusters) is proportional to $(\sin \pi
y)^{-5/48}\{[\cos(\pi y/2)]^{1/3} +[\sin (\pi y/2)]^{1/3}-1\}$.
  We also determine numerically contours for the density of clusters crossing
squares and long rectangles with open boundaries on the sides, and compare with
theory for the density along an edge.
",consider density dimensional critical percolation cluster constrain touch boundary infinite strip half infinite strip square relate quantity infinite strip theoretical result follow conformal field theory compare high precision numerical simulation example density cluster touch boundary infinite strip unit width i.e. cross cluster proportional $ \sin \pi y)^{-5/48}\{[\cos(\pi y/2)]^{1/3 + \sin \pi y/2)]^{1/3}-1\}$. determine numerically contour density cluster cross square long rectangle open boundary side compare theory density edge
stat,"A density tensor hierarchy for open system dynamics: retrieving the
  noise","  We introduce a density tensor hierarchy for open system dynamics, that
recovers information about fluctuations lost in passing to the reduced density
matrix. For the case of fluctuations arising from a classical probability
distribution, the hierarchy is formed from expectations of products of pure
state density matrix elements, and can be compactly summarized by a simple
generating function. For the case of quantum fluctuations arising when a
quantum system interacts with a quantum environment in an overall pure state,
the corresponding hierarchy is defined as the environmental trace of products
of system matrix elements of the full density matrix. Only the lowest member of
the quantum noise hierarchy is directly experimentally measurable. The unit
trace and idempotence properties of the pure state density matrix imply descent
relations for the tensor hierarchies, that relate the order $n$ tensor, under
contraction of appropriate pairs of tensor indices, to the order $n-1$ tensor.
As examples to illustrate the classical probability distribution formalism, we
consider a quantum system evolving by It\^o stochastic and by jump process
Schr\""odinger equations. As examples to illustrate the corresponding trace
formalism in the quantum fluctuation case, we consider collisional Brownian
motion of an infinite mass Brownian particle, and the weak coupling Born-Markov
master equation. In different specializations, the latter gives the hierarchies
generalizing the quantum optical master equation and the Caldeira--Leggett
master equation. As a further application of the density tensor, we contrast
stochastic Schr\""odinger equations that reduce and that do not reduce the state
vector, and discuss why a quantum system coupled to a quantum environment
behaves like the latter.
","introduce density tensor hierarchy open system dynamic recover information fluctuation lose pass reduce density matrix case fluctuation arise classical probability distribution hierarchy form expectation product pure state density matrix element compactly summarize simple generating function case quantum fluctuation arise quantum system interact quantum environment overall pure state corresponding hierarchy define environmental trace product system matrix element density matrix low member quantum noise hierarchy directly experimentally measurable unit trace idempotence property pure state density matrix imply descent relation tensor hierarchy relate order $ n$ tensor contraction appropriate pair tensor index order $ n-1 $ tensor example illustrate classical probability distribution formalism consider quantum system evolve it\^o stochastic jump process schr\""odinger equation example illustrate corresponding trace formalism quantum fluctuation case consider collisional brownian motion infinite mass brownian particle weak coupling bear markov master equation different specialization give hierarchy generalize quantum optical master equation caldeira leggett master equation application density tensor contrast stochastic schr\""odinger equation reduce reduce state vector discuss quantum system couple quantum environment behave like"
stat,Driven activation versus thermal activation,"  Activated dynamics in a glassy system undergoing steady shear deformation is
studied by numerical simulations. Our results show that the external driving
force has a strong influence on the barrier crossing rate, even though the
reaction coordinate is only weakly coupled to the nonequilibrium system. This
""driven activation"" can be quantified by introducing in the Arrhenius
expression an effective temperature, which is close to the one determined from
the fluctuation-dissipation relation. This conclusion is supported by
analytical results for a simplified model system.
",activate dynamic glassy system undergo steady shear deformation study numerical simulation result external driving force strong influence barrier crossing rate reaction coordinate weakly couple nonequilibrium system drive activation quantify introduce arrhenius expression effective temperature close determine fluctuation dissipation relation conclusion support analytical result simplified model system
stat,"Dependence of the Critical Adsorption Point on Surface and Sequence
  Disorders for Self-Avoiding Walks Interacting with a Planar Surface","  The critical adsorption point (CAP) of self-avoiding walks (SAW) interacting
with a planar surface with surface disorder or sequence disorder has been
studied. We present theoretical equations, based on ones previously developed
by Soteros and Whittington (J. Phys. A.: Math. Gen. 2004, 37, R279-R325), that
describe the dependence of CAP on the disorders along with Monte Carlo
simulation data that are in agreement with the equations. We also show
simulation results that deviate from the equations when the approximations used
in the theory break down. Such knowledge is the first step toward understanding
the correlation of surface disorder and sequence disorder during polymer
adsorption.
",critical adsorption point cap self avoid walk saw interact planar surface surface disorder sequence disorder study present theoretical equation base one previously develop soteros whittington j. phys a. math gen. 2004 37 r279 r325 describe dependence cap disorder monte carlo simulation datum agreement equation simulation result deviate equation approximation theory break knowledge step understand correlation surface disorder sequence disorder polymer adsorption
stat,Application of Ewald summations to long-range dispersion forces,"  We present results illustrating the effects of using explicit summation terms
for the $r^{-6}$ dispersion term on the interfacial properties of a
Lennard-Jones fluid and SPC/E water. For the Lennard-Jones fluid, we find that
the use of long-range summations, even with a short ``crossover radius,''
yields results that are consistent with simulations using large cutoff radii.
Simulations of SPC/E water demonstrate that the long-range dispersion forces
are of secondary importance to the Coulombic forces. In both cases, we find
that the ratio of box size $L_{\parallel}$ to crossover radius $r_{\rm
c}^{\mathbf k}$ plays an important role in determining the magnitude of the
long-range dispersion correction, although its effect is secondary when
Coulombic interactions are also present.
",present result illustrate effect explicit summation term $ r^{-6}$ dispersion term interfacial property lennard jones fluid spc e water lennard jones fluid find use long range summation short ` ` crossover radius yield result consistent simulation large cutoff radius simulation spc e water demonstrate long range dispersion force secondary importance coulombic force case find ratio box size $ l_{\parallel}$ crossover radius $ r_{\rm c}^{\mathbf k}$ play important role determine magnitude long range dispersion correction effect secondary coulombic interaction present
stat,"Stable oscillations of a predator-prey probabilistic cellular automaton:
  a mean-field approach","  We analyze a probabilistic cellular automaton describing the dynamics of
coexistence of a predator-prey system. The individuals of each species are
localized over the sites of a lattice and the local stochastic updating rules
are inspired on the processes of the Lotka-Volterra model. Two levels of
mean-field approximations are set up. The simple approximation is equivalent to
an extended patch model, a simple metapopulation model with patches colonized
by prey, patches colonized by predators and empty patches. This approximation
is capable of describing the limited available space for species occupancy. The
pair approximation is moreover able to describe two types of coexistence of
prey and predators: one where population densities are constant in time and
another displaying self-sustained time-oscillations of the population
densities. The oscillations are associated with limit cycles and arise through
a Hopf bifurcation. They are stable against changes in the initial conditions
and, in this sense, they differ from the Lotka-Volterra cycles which depend on
initial conditions. In this respect, the present model is biologically more
realistic than the Lotka-Volterra model.
",analyze probabilistic cellular automaton describe dynamic coexistence predator prey system individual specie localize site lattice local stochastic updating rule inspire process lotka volterra model level mean field approximation set simple approximation equivalent extended patch model simple metapopulation model patch colonize prey patch colonize predator patch approximation capable describe limited available space specie occupancy pair approximation able describe type coexistence prey predator population density constant time display self sustain time oscillation population density oscillation associate limit cycle arise hopf bifurcation stable change initial condition sense differ lotka volterra cycle depend initial condition respect present model biologically realistic lotka volterra model
stat,Spinor Dynamics in an Antiferromagnetic Spin-1 Condensate,"  We observe coherent spin oscillations in an antiferromagnetic spin-1
Bose-Einstein condensate of sodium. The variation of the spin oscillations with
magnetic field shows a clear signature of nonlinearity, in agreement with
theory, which also predicts anharmonic oscillations near a critical magnetic
field. Measurements of the magnetic phase diagram agree with predictions made
in the approximation of a single spatial mode. The oscillation period yields
the best measurement to date of the sodium spin-dependent interaction
coefficient, determining that the difference between the sodium spin-dependent
s-wave scattering lengths $a_{f=2}-a_{f=0}$ is $2.47\pm0.27$ Bohr radii.
",observe coherent spin oscillation antiferromagnetic spin-1 bose einstein condensate sodium variation spin oscillation magnetic field show clear signature nonlinearity agreement theory predict anharmonic oscillation near critical magnetic field measurement magnetic phase diagram agree prediction approximation single spatial mode oscillation period yield good measurement date sodium spin dependent interaction coefficient determine difference sodium spin dependent s wave scatter length $ a_{f=2}-a_{f=0}$ $ 2.47\pm0.27 $ bohr radius
stat,Stochastic action principle and maximum entropy,"  A stochastic action principle for stochastic dynamics is revisited. We
present first numerical diffusion experiments showing that the diffusion path
probability depend exponentially on average Lagrangian action. This result is
then used to derive an uncertainty measure defined in a way mimicking the heat
or entropy in the first law of thermodynamics. It is shown that the path
uncertainty (or path entropy) can be measured by the Shannon information and
that the maximum entropy principle and the least action principle of classical
mechanics can be unified into a concise form. It is argued that this action
principle, hence the maximum entropy principle, is simply a consequence of the
mechanical equilibrium condition extended to the case of stochastic dynamics.
",stochastic action principle stochastic dynamic revisit present numerical diffusion experiment show diffusion path probability depend exponentially average lagrangian action result derive uncertainty measure define way mimic heat entropy law thermodynamic show path uncertainty path entropy measure shannon information maximum entropy principle action principle classical mechanic unify concise form argue action principle maximum entropy principle simply consequence mechanical equilibrium condition extend case stochastic dynamic
stat,Real Options for Project Schedules (ROPS),"  Real Options for Project Schedules (ROPS) has three recursive
sampling/optimization shells. An outer Adaptive Simulated Annealing (ASA)
optimization shell optimizes parameters of strategic Plans containing multiple
Projects containing ordered Tasks. A middle shell samples probability
distributions of durations of Tasks. An inner shell samples probability
distributions of costs of Tasks. PATHTREE is used to develop options on
schedules.. Algorithms used for Trading in Risk Dimensions (TRD) are applied to
develop a relative risk analysis among projects.
",real options project schedules rops recursive sampling optimization shell outer adaptive simulated annealing asa optimization shell optimize parameter strategic plan contain multiple project contain order tasks middle shell sample probability distribution duration tasks inner shell sample probability distribution cost tasks pathtree develop option schedule algorithms trading risk dimensions trd apply develop relative risk analysis project
stat,Quantifying social group evolution,"  The rich set of interactions between individuals in the society results in
complex community structure, capturing highly connected circles of friends,
families, or professional cliques in a social network. Thanks to frequent
changes in the activity and communication patterns of individuals, the
associated social and communication network is subject to constant evolution.
Our knowledge of the mechanisms governing the underlying community dynamics is
limited, but is essential for a deeper understanding of the development and
self-optimisation of the society as a whole. We have developed a new algorithm
based on clique percolation, that allows, for the first time, to investigate
the time dependence of overlapping communities on a large scale and as such, to
uncover basic relationships characterising community evolution. Our focus is on
networks capturing the collaboration between scientists and the calls between
mobile phone users. We find that large groups persist longer if they are
capable of dynamically altering their membership, suggesting that an ability to
change the composition results in better adaptability. The behaviour of small
groups displays the opposite tendency, the condition for stability being that
their composition remains unchanged. We also show that the knowledge of the
time commitment of the members to a given community can be used for estimating
the community's lifetime. These findings offer a new view on the fundamental
differences between the dynamics of small groups and large institutions.
",rich set interaction individual society result complex community structure capture highly connect circle friend family professional clique social network thank frequent change activity communication pattern individual associate social communication network subject constant evolution knowledge mechanism govern underlie community dynamic limited essential deep understanding development self optimisation society develop new algorithm base clique percolation allow time investigate time dependence overlap community large scale uncover basic relationship characterise community evolution focus network capture collaboration scientist call mobile phone user find large group persist long capable dynamically alter membership suggest ability change composition result well adaptability behaviour small group display opposite tendency condition stability composition remain unchanged knowledge time commitment member give community estimate community lifetime finding offer new view fundamental difference dynamic small group large institution
stat,Equation-free implementation of statistical moment closures,"  We present a general numerical scheme for the practical implementation of
statistical moment closures suitable for modeling complex, large-scale,
nonlinear systems. Building on recently developed equation-free methods, this
approach numerically integrates the closure dynamics, the equations of which
may not even be available in closed form. Although closure dynamics introduce
statistical assumptions of unknown validity, they can have significant
computational advantages as they typically have fewer degrees of freedom and
may be much less stiff than the original detailed model. The closure method can
in principle be applied to a wide class of nonlinear problems, including
strongly-coupled systems (either deterministic or stochastic) for which there
may be no scale separation. We demonstrate the equation-free approach for
implementing entropy-based Eyink-Levermore closures on a nonlinear stochastic
partial differential equation.
",present general numerical scheme practical implementation statistical moment closure suitable model complex large scale nonlinear system build recently develop equation free method approach numerically integrate closure dynamic equation available closed form closure dynamic introduce statistical assumption unknown validity significant computational advantage typically few degree freedom stiff original detailed model closure method principle apply wide class nonlinear problem include strongly couple system deterministic stochastic scale separation demonstrate equation free approach implement entropy base eyink levermore closure nonlinear stochastic partial differential equation
stat,Crossover behavior in fluids with Coulomb interactions,"  According to extensive experimental findings, the Ginzburg temperature
$t_{G}$ for ionic fluids differs substantially from that of nonionic fluids
[Schr\""oer W., Weig\""{a}rtner H. 2004 {\it Pure Appl. Chem.} {\bf 76} 19]. A
theoretical investigation of this outcome is proposed here by a mean field
analysis of the interplay of short and long range interactions on the value of
$t_{G}$. We consider a quite general continuous charge-asymmetric model made of
charged hard spheres with additional short-range interactions (without
electrostatic interactions the model belongs to the same universality class as
the 3D Ising model). The effective Landau-Ginzburg Hamiltonian of the full
system near its gas-liquid critical point is derived from which the Ginzburg
temperature is calculated as a function of the ionicity. The results obtained
in this way for $t_{G}$ are in good qualitative and sufficient quantitative
agreement with available experimental data.
","accord extensive experimental finding ginzburg temperature $ t_{g}$ ionic fluid differ substantially nonionic fluid schr\""oer w. weig\""{a}rtner h. 2004 \it pure appl chem \bf 76 19 theoretical investigation outcome propose mean field analysis interplay short long range interaction value $ t_{g}$. consider general continuous charge asymmetric model charge hard sphere additional short range interaction electrostatic interaction model belong universality class 3d ising model effective landau ginzburg hamiltonian system near gas liquid critical point derive ginzburg temperature calculate function ionicity result obtain way $ t_{g}$ good qualitative sufficient quantitative agreement available experimental datum"
stat,Probability distributions generated by fractional diffusion equations,"  Fractional calculus allows one to generalize the linear, one-dimensional,
diffusion equation by replacing either the first time derivative or the second
space derivative by a derivative of fractional order. The fundamental solutions
of these equations provide probability density functions, evolving on time or
variable in space, which are related to the class of stable distributions. This
property is a noteworthy generalization of what happens for the standard
diffusion equation and can be relevant in treating financial and economical
problems where the stable probability distributions play a key role.
",fractional calculus allow generalize linear dimensional diffusion equation replace time derivative second space derivative derivative fractional order fundamental solution equation provide probability density function evolve time variable space relate class stable distribution property noteworthy generalization happen standard diffusion equation relevant treat financial economical problem stable probability distribution play key role
stat,When the Cramer-Rao Inequality provides no information,"  We investigate a one-parameter family of probability densities (related to
the Pareto distribution, which describes many natural phenomena) where the
Cramer-Rao inequality provides no information.
",investigate parameter family probability density relate pareto distribution describe natural phenomenon cramer rao inequality provide information
stat,"Ising-like dynamics and frozen states in systems of ultrafine magnetic
  particles","  We use Monte-Carlo simulations to study aging phenomena and the occurence of
spinglass phases in systems of single-domain ferromagnetic nanoparticles under
the combined influence of dipolar interaction and anisotropy energy, for
different combinations of positional and orientational disorder. We find that
the magnetic moments oriente themselves preferably parallel to their anisotropy
axes and changes of the total magnetization are solely achieved by 180 degree
flips of the magnetic moments, as in Ising systems. Since the dipolar
interaction favorizes the formation of antiparallel chain-like structures,
antiparallel chain-like patterns are frozen in at low temperatures, leading to
aging phenomena characteristic for spin-glasses. Contrary to the intuition,
these aging effects are more pronounced in ordered than in disordered
structures.
",use monte carlo simulation study age phenomena occurence spinglass phase system single domain ferromagnetic nanoparticle combined influence dipolar interaction anisotropy energy different combination positional orientational disorder find magnetic moment oriente preferably parallel anisotropy axis change total magnetization solely achieve 180 degree flip magnetic moment ising system dipolar interaction favorize formation antiparallel chain like structure antiparallel chain like pattern freeze low temperature lead age phenomena characteristic spin glass contrary intuition age effect pronounce order disorder structure
stat,"The dissolution of the vacancy gas and grain boundary diffusion in
  crystalline solids","  Based on the formula for the number density of vacancies in a solid under the
stress or tension, the model of grain boundary diffusion in crystalline solids
is developed. We obtain the activation energy of grain boundary diffusion
(dependent on the surface tension or the energy of the grain boundary) and also
the distributions of vacancies and the diffusing species in the vicinity of the
grain boundary.
",base formula number density vacancy solid stress tension model grain boundary diffusion crystalline solid develop obtain activation energy grain boundary diffusion dependent surface tension energy grain boundary distribution vacancy diffuse specie vicinity grain boundary
stat,"Monitoring spatially heterogeneous dynamics in a drying colloidal thin
  film","  We report on a new type of experiment that enables us to monitor spatially
and temporally heterogeneous dynamic properties in complex fluids. Our approach
is based on the analysis of near-field speckles produced by light diffusely
reflected from the superficial volume of a strongly scattering medium. By
periodic modulation of an incident speckle beam we obtain pixel-wise ensemble
averages of the structure function coefficient, a measure of the dynamic
activity. To illustrate the application of our approach we follow the different
stages in the drying process of a colloidal thin film. We show that we can
access ensemble averaged dynamic properties on length scales as small as ten
micrometers over the full field of view.
",report new type experiment enable monitor spatially temporally heterogeneous dynamic property complex fluid approach base analysis near field speckle produce light diffusely reflect superficial volume strongly scatter medium periodic modulation incident speckle beam obtain pixel wise ensemble average structure function coefficient measure dynamic activity illustrate application approach follow different stage dry process colloidal thin film access ensemble average dynamic property length scale small micrometer field view
stat,Growing Perfect Decagonal Quasicrystals by Local Rules,"  A local growth algorithm for a decagonal quasicrystal is presented. We show
that a perfect Penrose tiling (PPT) layer can be grown on a decapod tiling
layer by a three dimensional (3D) local rule growth. Once a PPT layer begins to
form on the upper layer, successive 2D PPT layers can be added on top resulting
in a perfect decagonal quasicrystalline structure in bulk with a point defect
only on the bottom surface layer. Our growth rule shows that an ideal
quasicrystal structure can be constructed by a local growth algorithm in 3D,
contrary to the necessity of non-local information for a 2D PPT growth.
",local growth algorithm decagonal quasicrystal present perfect penrose tile ppt layer grow decapod tiling layer dimensional 3d local rule growth ppt layer begin form upper layer successive 2d ppt layer add result perfect decagonal quasicrystalline structure bulk point defect surface layer growth rule show ideal quasicrystal structure construct local growth algorithm 3d contrary necessity non local information 2d ppt growth
stat,"Metropolis algorithm and equienergy sampling for two mean field spin
  systems","  In this paper we study the Metropolis algorithm in connection with two
mean--field spin systems, the so called mean--field Ising model and the
Blume--Emery--Griffiths model. In both this examples the naive choice of
proposal chain gives rise, for some parameters, to a slowly mixing Metropolis
chain, that is a chain whose spectral gap decreases exponentially fast (in the
dimension $N$ of the problem). Here we show how a slight variant in the
proposal chain can avoid this problem, keeping the mean computational cost
similar to the cost of the usual Metropolis. More precisely we prove that, with
a suitable variant in the proposal, the Metropolis chain has a spectral gap
which decreases polynomially in 1/N. Using some symmetry structure of the
energy, the method rests on allowing appropriate jumps within the energy level
of the starting state.
",paper study metropolis algorithm connection mean field spin system call mean field ising model blume emery griffiths model example naive choice proposal chain give rise parameter slowly mix metropolis chain chain spectral gap decrease exponentially fast dimension $ n$ problem slight variant proposal chain avoid problem keep mean computational cost similar cost usual metropolis precisely prove suitable variant proposal metropolis chain spectral gap decrease polynomially 1 n. symmetry structure energy method rest allow appropriate jump energy level starting state
stat,"Preferential interaction coefficient for nucleic acids and other
  cylindrical poly-ions","  The thermodynamics of nucleic acid processes is heavily affected by the
electric double-layer of micro-ions around the polyions. We focus here on the
Coulombic contribution to the salt-polyelectrolyte preferential interaction
(Donnan) coefficient and we report extremely accurate analytical expressions
valid in the range of low salt concentration (when polyion radius is smaller
than the Debye length). The analysis is performed at Poisson-Boltzmann level,
in cylindrical geometry, with emphasis on highly charged poly-ions (beyond
``counter-ion condensation''). The results hold for any electrolyte of the form
$z_-$:$z_+$. We also obtain a remarkably accurate expression for the electric
potential in the vicinity of the poly-ion.
",thermodynamic nucleic acid process heavily affect electric double layer micro ion polyion focus coulombic contribution salt polyelectrolyte preferential interaction donnan coefficient report extremely accurate analytical expression valid range low salt concentration polyion radius small debye length analysis perform poisson boltzmann level cylindrical geometry emphasis highly charge poly ion ` ` counter ion condensation result hold electrolyte form $ z_-$:$z_+$. obtain remarkably accurate expression electric potential vicinity poly ion
stat,Model C critical dynamics of random anisotropy magnets,"  We study the relaxational critical dynamics of the three-dimensional random
anisotropy magnets with the non-conserved n-component order parameter coupled
to a conserved scalar density. In the random anisotropy magnets the structural
disorder is present in a form of local quenched anisotropy axes of random
orientation. When the anisotropy axes are randomly distributed along the edges
of the n-dimensional hypercube, asymptotical dynamical critical properties
coincide with those of the random-site Ising model. However structural disorder
gives rise to considerable effects for non-asymptotic critical dynamics. We
investigate this phenomenon by a field-theoretical renormalization group
analysis in the two-loop order. We study critical slowing down and obtain
quantitative estimates for the effective and asymptotic critical exponents of
the order parameter and scalar density. The results predict complex scenarios
for the effective critical exponent approaching an asymptotic regime.
",study relaxational critical dynamic dimensional random anisotropy magnet non conserved n component order parameter couple conserved scalar density random anisotropy magnet structural disorder present form local quench anisotropy axis random orientation anisotropy axis randomly distribute edge n dimensional hypercube asymptotical dynamical critical property coincide random site ising model structural disorder give rise considerable effect non asymptotic critical dynamic investigate phenomenon field theoretical renormalization group analysis loop order study critical slow obtain quantitative estimate effective asymptotic critical exponent order parameter scalar density result predict complex scenario effective critical exponent approach asymptotic regime
stat,Recurrence analysis of the Portevin-Le Chatelier effect,"  Tensile tests were carried out by deforming polycrystalline samples of
Al-2.5%Mg alloy at room temperature in a wide range of strain rates where the
Portevin-Le Chatelier (PLC) effect was observed. The experimental stress-time
series data have been analyzed using the recurrence analysis technique based on
the Recurrence Plot (RP) and the Recurrence Quantification Analysis (RQA) to
study the change in the dynamical behavior of the PLC effect with the imposed
strain rate. Our study revealed that the RQA is able to detect the unique
crossover phenomenon in the PLC dynamics.
",tensile test carry deform polycrystalline sample al-2.5%mg alloy room temperature wide range strain rate portevin le chatelier plc effect observe experimental stress time series datum analyze recurrence analysis technique base recurrence plot rp recurrence quantification analysis rqa study change dynamical behavior plc effect impose strain rate study reveal rqa able detect unique crossover phenomenon plc dynamic
stat,Fluctuations in glassy systems,"  We summarize a theoretical framework based on global time-reparametrization
invariance that explains the origin of dynamic fluctuations in glassy systems.
We introduce the main ideas without getting into much technical details. We
describe a number of consequences arising from this scenario that can be tested
numerically and experimentally distinguishing those that can also be explained
by other mechanisms from the ones that we believe, are special to our proposal.
We support our claims by presenting some numerical checks performed on the 3d
Edwards-Anderson spin-glass. Finally, we discuss up to which extent these ideas
apply to super-cooled liquids that have been studied in much more detail up to
present.
",summarize theoretical framework base global time reparametrization invariance explain origin dynamic fluctuation glassy system introduce main idea get technical detail describe number consequence arise scenario test numerically experimentally distinguish explain mechanism one believe special proposal support claim present numerical check perform 3d edwards anderson spin glass finally discuss extent idea apply super cooled liquid study detail present
